time,com_x,com_y,com_z,zmp_x,zmp_y
0.0,-0.011274504849858022,0.0015516983859311007,0.2804043170286515,-0.011274504849858022,0.0015516983859311007
0.006,-0.011274504849858022,0.0015516983859311007,0.28028659702865144,-0.011274504849858022,0.0015516983859311007
0.01,-0.011274504849858022,0.0015516983859311007,0.2800119170286514,-0.011274504849858022,0.0015516983859311007
0.016,-0.011274504849858022,0.0015516983859311007,0.2793055970286515,-0.011274504849858022,0.0015516983859311007
0.020000000000000004,-0.011274504849858022,0.0015516983859311007,0.27863851702865144,-0.011274504849858022,0.0015516983859311007
0.02600000000000001,-0.011274504849858022,0.0015516983859311007,0.27734359702865136,-0.011274504849858022,0.0015516983859311007
0.030000000000000013,-0.011274504849858022,0.0015516983859311007,0.27628411702865135,-0.011274504849858022,0.0015516983859311007
0.03600000000000002,-0.011274504849858022,0.0015516983859311007,0.2744005970286514,-0.011274504849858022,0.0015516983859311007
0.04000000000000002,-0.011274504849858022,0.0015516983859311007,0.2729487170286515,-0.011274504849858022,0.0015516983859311007
0.04600000000000003,-0.011274504849858022,0.0015516983859311007,0.27047659702865146,-0.011274504849858022,0.0015516983859311007
0.05000000000000003,-0.011274504849858022,0.0015516983859311007,0.2686323170286514,-0.011274504849858022,0.0015516983859311007
0.056000000000000036,-0.011274504849858022,0.0015516983859311007,0.2655715970286514,-0.011274504849858022,0.0015516983859311007
0.06000000000000004,-0.011274504849858022,0.0015516983859311007,0.2633349170286513,-0.011274504849858022,0.0015516983859311007
0.06600000000000004,-0.011274504849858022,0.0015516983859311007,0.2596855970286515,-0.011274504849858022,0.0015516983859311007
0.07000000000000005,-0.011274504849858022,0.0015516983859311007,0.25705651702865145,-0.011274504849858022,0.0015516983859311007
0.07600000000000005,-0.011274504849858022,0.0015516983859311007,0.25281859702865145,-0.011274504849858022,0.0015516983859311007
0.08000000000000006,-0.011274504849858022,0.0015516983859311007,0.2497971170286514,-0.011274504849858022,0.0015516983859311007
0.08600000000000006,-0.01127647292567833,0.001551744941935929,0.24498284238124082,-0.011173167011233217,0.001549420688659756
0.09000000000000007,-0.011288342898594967,0.0015519771321164087,0.24162563039430912,-0.01066621148361979,0.0015396706995313525
0.09600000000000007,-0.011375073780191735,0.0015538119460117026,0.23665971267187103,-0.0073222552374850505,0.0014690365589339655
0.10000000000000007,-0.011575759666802061,0.0015582331035706904,0.2339104986788821,-0.0009930023188124363,0.001325559035806589
0.10600000000000008,-0.012076087149480838,0.001570520905207176,0.2311044840430807,0.009293038604475586,0.00104217869513655
0.11000000000000008,-0.012474260716607793,0.0015811665993977029,0.2301247901520966,0.010127280971661745,0.0009802341353150868
0.11600000000000009,-0.013087376999682938,0.0015960627648159084,0.22946471414155653,0.009836419768097203,0.0010348076965418273
0.12000000000000009,-0.013514898800581253,0.0016047026499301216,0.2293759017448094,0.005444569472257623,0.0012244972069100925
0.12600000000000008,-0.014173275811909594,0.0016219797037369571,0.229659774509308,0.0031731007878343827,0.001141705198257027
0.1300000000000001,-0.01461347397759289,0.0016411850968321847,0.23005860634413947,-0.0022466873886092184,0.0009169232122026855
0.1360000000000001,-0.015260053037482135,0.001686685584859814,0.23086346356128454,-0.005433300196854701,0.00014233039945528284
0.1400000000000001,-0.01567474781221552,0.0017301941726088927,0.23148605949516227,-0.011110422823459433,-0.0002637547310142517
0.1460000000000001,-0.016262633770779557,0.0018188987299031171,0.2324789093337977,-0.014422382355274726,-0.0013466842597144853
0.1500000000000001,-0.016627397529716495,0.0018947721193952839,0.23314740550842342,-0.01959270285608976,-0.0016235706743167894
0.1560000000000001,-0.017128365381171268,0.002033854230360212,0.23411640224803745,-0.022436072959599165,-0.002655957824506046
0.16000000000000011,-0.017429768447102104,0.002143282044385681,0.2347203025019084,-0.02663909833762798,-0.002525683516909511
0.16600000000000012,-0.017831720707934148,0.002331778330408264,0.23553873972097958,-0.028653060116937704,-0.003308608716208894
0.17000000000000012,-0.01806683192519767,0.002473931349720899,0.2360176700183389,-0.031647047777558765,-0.0027653123410275554
0.17600000000000013,-0.01837373517925464,0.002712406781247557,0.2366309545562009,-0.03258991283922795,-0.0034365205488714316
0.18000000000000013,-0.018552024269419525,0.0028888662569504834,0.2369730261800278,-0.03421191335499598,-0.00260399591533667
0.18600000000000014,-0.018789833230235285,0.003180653286853825,0.23740070787883308,-0.033759853260127384,-0.0033009819931175185
0.19000000000000014,-0.018929647903301188,0.0033916167425930657,0.23763120040671706,-0.03427191565288851,-0.002119060056611615
0.19600000000000015,-0.0191105056448409,0.0037296797558551624,0.2378901141063079,-0.03341953793326833,-0.0025367842920526276
0.20000000000000015,-0.019211027021816752,0.003967929339285238,0.23800091249307492,-0.03365107260711301,-0.0009076784359092274
0.20600000000000016,-0.0193319448740984,0.004342770799132898,0.23807135619085926,-0.032936116912097774,-0.001107338408296783
0.21000000000000016,-0.019394516823411874,0.004603790855099806,0.23805638765937906,-0.032866610603766014,0.0007676469246330358
0.21600000000000016,-0.01946787693520365,0.005011929686642786,0.23795117876245309,-0.03184878095073545,0.0005193998317824184
0.22000000000000017,-0.019506939030738583,0.0052950888628432585,0.2378346710790718,-0.0312079302232402,0.0024632035813341446
0.22600000000000017,-0.01956112088638208,0.005736028608880528,0.2376122247735667,-0.029518929144934654,0.0020711190016021626
0.23000000000000018,-0.019600326917575548,0.00604082417327645,0.23744607425983075,-0.028260585539550444,0.0040721513707811345
0.23600000000000018,-0.019674750096060283,0.006516353589628608,0.237201217937768,-0.02579183430400769,0.0034400620563129025
0.24000000000000019,-0.019743155600413387,0.00684278079434945,0.23706348376228592,-0.02409895320070703,0.005572517165755617
0.2460000000000002,-0.019878976297754127,0.007328989914803524,0.23692590060853688,-0.021140470827927846,0.00578219057172164
0.25000000000000017,-0.019986209775801917,0.007645009425782988,0.23687949312904913,-0.02019925809229105,0.008801766413033625
0.25600000000000017,-0.020162623318667087,0.008090845700232937,0.23687760279445014,-0.018698576621739727,0.010263295396774834
0.2600000000000002,-0.020280480816275214,0.008347836432942502,0.23688910966171534,-0.01934101467259737,0.014491454283573778
0.2660000000000002,-0.020443476221944607,0.008672577453848765,0.23687556439316135,-0.01994851876622965,0.017463225596590082
0.2700000000000002,-0.02053151195710391,0.008841901677586634,0.23682956901377805,-0.02190536773128347,0.021154194601779953
0.2760000000000002,-0.020613719937917593,0.009014413299706122,0.23669405505562213,-0.024490430911925563,0.02430147839303024
0.2800000000000002,-0.02062689574600929,0.009070898163169866,0.23656004314285153,-0.027059793470703922,0.027137920806195447
0.2860000000000002,-0.020573803172610927,0.009063369868657257,0.2363066476888327,-0.030544203471271854,0.030003631218778935
0.2900000000000002,-0.02049500619755615,0.0090066359956318,0.2361445322536586,-0.0321190586272521,0.030961243296169755
0.2960000000000002,-0.02034435330622211,0.008896106520178658,0.23602447043201502,-0.03308529376920883,0.029986965227161284
0.3000000000000002,-0.020235832511157778,0.008828833368284729,0.23604727665237718,-0.03173390331690006,0.02689794240015831
0.3060000000000002,-0.02007435287644309,0.008757194395870162,0.23622747200456992,-0.030028932892442205,0.022251476834968992
0.3100000000000002,-0.019970628060673932,0.008733134902869897,0.23642608943503854,-0.02765931025271494,0.018353722186118852
0.3160000000000002,-0.019819278370002368,0.00873122149480467,0.23679710429106968,-0.025789660529886158,0.013971161033849062
0.32000000000000023,-0.019718648232446574,0.008749823022901606,0.23707024674693022,-0.023953083327742902,0.01142949048139658
0.32600000000000023,-0.01956672639373014,0.008801057472287346,0.23748800670151063,-0.022948153190697436,0.00883293281967799
0.33000000000000024,-0.01946542016845484,0.008845872956176231,0.23776040192386771,-0.02158489266114432,0.007930617864778734
0.33600000000000024,-0.019317812208282877,0.008921044817090327,0.23815264650523071,-0.02084765524780243,0.007107574483038384
0.34000000000000025,-0.019219834850946093,0.008974263613321843,0.23839434668248385,-0.019743217520080996,0.007300127272470138
0.34600000000000025,-0.019066851429379677,0.009056984665157081,0.23870544863281012,-0.019754121716789846,0.007282487198937038
0.35000000000000026,-0.018956955859666197,0.009113046389754995,0.2388666447319172,-0.019265598313251288,0.007826176015675859
0.35600000000000026,-0.018776038168853294,0.00919639765930387,0.23902559389649727,-0.0200617991895316,0.008080150047088598
0.36000000000000026,-0.01864403093685227,0.009250078405796856,0.23907345607942448,-0.019732321499677144,0.008763948668827654
0.36600000000000027,-0.018431347033048665,0.009325253334194443,0.2390622608626354,-0.020520346750503814,0.009194540585275145
